Target,Admission grade,Age at enrollment,Debtor,Scholarship holder
0,0.022228767979372222,-0.4303628237699172,0,0
2,1.0719261394817379,-0.562167955812708,0,0
0,-0.15041882601772735,-0.562167955812708,0,0
2,-0.5095258215316947,-0.4303628237699172,0,0
2,1.002867101882898,2.8647654772998528,0,0
2,-0.8410092020061256,3.5237911375138067,1,0
2,0.09819370933809662,-0.6939730878554988,0,1
0,-0.9584095659241536,-0.16675255968433558,0,0
2,0.16034684317705286,-0.2985576917271264,0,1
0,-0.27472509369563886,-0.6939730878554988,1,0
2,0.25012359205554346,-0.6939730878554988,0,0
2,-0.5302435328113464,-0.6939730878554988,0,1
0,0.22249997701600713,-0.562167955812708,0,0
2,-1.0481863148026451,-0.2985576917271264,0,1
2,0.6990073364480024,-0.6939730878554988,0,1
0,-0.4335608801729703,-0.4303628237699172,0,0
1,0.7197250477276551,-0.6939730878554988,0,0
2,0.022228767979372222,-0.6939730878554988,0,0
2,0.6437601063689317,-0.4303628237699172,0,0
1,-0.1642306335374955,-0.6939730878554988,0,0
2,-0.4611844952125066,-0.2985576917271264,0,1
1,-0.35759593881424684,-0.4303628237699172,0,0
2,-0.10207749969853928,-0.6939730878554988,0,0
2,-0.8341032982462411,-0.562167955812708,0,1
2,-0.21257195985668262,-0.562167955812708,0,0
1,2.073282184664915,-0.6939730878554988,1,1
2,-0.7305147418479814,-0.2985576917271264,0,0
1,0.2777472070950798,-0.6939730878554988,0,0
2,-0.33687822753459506,-0.4303628237699172,0,0
1,-0.5647730516107663,-0.562167955812708,0,0
1,1.5898689214730366,-0.2985576917271264,0,0
2,0.20868816949623997,-0.4303628237699172,0,0
1,0.8164077003660313,-0.6939730878554988,0,0
2,0.5194538386910192,-0.562167955812708,0,0
2,0.30537082213461614,1.414909024829154,0,0
0,-1.6904353644718553,1.8103244209575264,1,0
0,0.12581732437763296,2.6011552132142715,0,0
0,-0.28163099745552245,4.182816797727761,0,0
2,-0.9031623358450809,2.073934685043108,0,0
0,-0.48190220649215837,-0.4303628237699172,1,0
0,-0.4059372651334349,-0.6939730878554988,1,0
2,-0.454278591452622,-0.16675255968433558,0,0
2,-1.8216475359096513,-0.16675255968433558,0,0
0,-0.3852195538537822,-0.4303628237699172,0,0
0,-1.1932102937602085,0.7558833646152,0,0
1,0.4918302236514829,0.09685770440124603,0,0
2,0.04294647925902397,-0.6939730878554988,0,0
2,0.37442985973345594,-0.16675255968433558,0,1
2,0.4434888973322958,-0.2985576917271264,0,1
2,-0.06064207713923577,-0.562167955812708,0,1
2,-0.9307859508846172,0.09685770440124603,0,1
1,-0.39212545761366674,-0.562167955812708,0,1
1,-0.35759593881424684,-0.4303628237699172,0,1
2,2.2321179711422476,-0.562167955812708,0,0
0,-0.48190220649215837,0.4922731005296184,0,0
2,0.1465350356572837,-0.6939730878554988,0,0
0,0.20868816949623997,2.073934685043108,0,0
0,1.9558818207468884,0.4922731005296184,0,0
2,0.8854667379648711,-0.6939730878554988,0,0
1,-0.8133855869665894,-0.6939730878554988,0,0
2,-0.8341032982462411,-0.6939730878554988,0,0
2,0.33990034093403604,-0.2985576917271264,0,1
1,-0.06754798089911936,-0.562167955812708,0,1
1,0.22249997701600713,-0.562167955812708,0,0
1,-0.4197490726532021,0.09685770440124603,0,0
0,-0.06754798089911936,0.7558833646152,0,0
2,0.08438190181832748,-0.562167955812708,0,1
2,0.20868816949623997,-0.034947427641544786,0,0
0,-0.4749963027322748,-0.562167955812708,1,0
1,-1.863082958468955,0.3604679684868276,0,0
1,0.4849243198915993,-0.6939730878554988,0,0
2,0.2639353995753126,0.09685770440124603,0,0
0,0.6092305875695118,-0.562167955812708,0,0
0,-1.0550922185625287,-0.6939730878554988,0,0
2,0.40895937853287584,-0.6939730878554988,0,0
0,-0.7926678756869375,-0.6939730878554988,1,0
0,-1.448728732875916,-0.2985576917271264,0,1
2,-0.4611844952125066,-0.562167955812708,1,1
2,0.2639353995753126,-0.16675255968433558,0,1
2,-0.6890793192886778,1.2831038927863632,0,0
0,-1.1586807749607886,-0.4303628237699172,0,0
0,1.9835054357864228,1.546714156871945,0,0
0,3.689263664477768,0.09685770440124603,1,0
1,-0.10207749969853928,-0.6939730878554988,0,0
2,-1.1724925824805565,1.2831038927863632,0,0
2,2.349518335060275,-0.16675255968433558,0,1
2,-1.863082958468955,0.22866283644403682,0,1
2,-0.6476438967293743,-0.4303628237699172,0,0
1,0.1189114206177474,-0.034947427641544786,0,0
1,-1.0205626997631088,-0.6939730878554988,1,0
0,-1.8078357283898834,0.09685770440124603,0,0
2,-1.5177877704747558,-0.2985576917271264,0,0
0,-1.863082958468955,0.3604679684868276,0,0
0,-0.7926678756869375,2.073934685043108,0,0
2,-0.8962564320851973,2.732960345257062,0,0
1,0.6921014326881187,-0.562167955812708,0,0
2,-0.1435129222578428,-0.6939730878554988,0,0
2,-0.4611844952125066,-0.6939730878554988,0,1
1,0.5056420311712521,-0.562167955812708,0,0
0,-1.0689040260822968,-0.562167955812708,1,0
0,0.12581732437763296,-0.2985576917271264,0,0
2,-1.1724925824805565,-0.4303628237699172,0,0
0,-0.9307859508846172,1.6785192889147356,0,0
2,2.280459297461435,2.6011552132142715,0,0
0,-0.6614557042491415,-0.562167955812708,0,0
2,-0.32997232377471053,-0.4303628237699172,1,0
0,-0.6062084741700698,-0.562167955812708,0,0
0,-1.4003874065567279,-0.4303628237699172,0,0
0,-1.2967988501584682,-0.4303628237699172,0,0
1,-1.3796696952770762,-0.4303628237699172,0,0
2,0.6299482988491625,-0.6939730878554988,0,0
1,-0.8064796832067057,-0.6939730878554988,0,1
2,0.8854667379648711,-0.562167955812708,0,0
2,2.073282184664915,-0.6939730878554988,0,0
0,0.2777472070950798,-0.6939730878554988,0,0
1,-1.863082958468955,-0.4303628237699172,0,0
1,0.9269021605241746,-0.4303628237699172,0,1
1,-0.9376918546445008,-0.4303628237699172,0,0
2,0.6921014326881187,-0.6939730878554988,0,0
2,-0.35759593881424684,-0.6939730878554988,0,0
0,0.2777472070950798,-0.2985576917271264,0,0
2,-0.5785848591305345,-0.562167955812708,0,0
0,-0.32306642001482694,-0.562167955812708,0,0
2,0.06366419053867671,-0.562167955812708,0,1
2,-0.39212545761366674,-0.562167955812708,0,0
0,-0.6821734155287943,-0.562167955812708,0,0
2,2.280459297461435,-0.4303628237699172,0,0
1,1.2652914447584902,-0.6939730878554988,0,1
2,-0.30234870873517516,-0.6939730878554988,0,0
2,0.0705700942985603,-0.562167955812708,0,0
0,-0.1435129222578428,-0.6939730878554988,0,1
2,-0.22638376737645077,-0.6939730878554988,0,0
2,-0.4749963027322748,-0.562167955812708,0,0
0,0.3260885334142669,-0.562167955812708,0,0
2,0.4296770898125266,-0.4303628237699172,0,0
0,-1.2208339087997446,-0.562167955812708,1,1
2,-0.9653154696840371,-0.4303628237699172,0,0
2,2.1354353185038715,-0.6939730878554988,1,1
1,-1.0274686035229934,-0.4303628237699172,0,1
2,3.2956271501643797,-0.6939730878554988,0,0
2,0.12581732437763296,-0.562167955812708,0,0
2,-1.165586678720673,-0.562167955812708,0,1
1,-1.8838006697486067,-0.16675255968433558,1,0
2,-0.4128431688933185,-0.562167955812708,0,1
2,0.3260885334142669,-0.562167955812708,0,1
2,-0.5440553403311146,-0.562167955812708,0,1
0,-0.15732472977761094,-0.562167955812708,0,0
0,-0.6752675117689096,-0.4303628237699172,0,0
2,0.12581732437763296,-0.6939730878554988,0,0
2,0.31227672589449973,-0.4303628237699172,0,1
1,-0.36450184257413043,-0.6939730878554988,0,0
2,-0.24710147865610252,-0.562167955812708,0,0
1,-0.15732472977761094,-0.6939730878554988,0,0
2,0.40205347477299225,-0.6939730878554988,0,0
0,-1.2622693313590483,-0.2985576917271264,0,0
0,0.7680663740468422,-0.562167955812708,0,0
2,-0.03301846209969945,-0.6939730878554988,0,1
2,0.029134671739256792,-0.6939730878554988,0,1
2,-0.23328967113633534,-0.4303628237699172,0,0
2,-0.34378413129447866,0.09685770440124603,0,1
0,-0.6062084741700698,-0.562167955812708,0,0
2,-0.21257195985668262,-0.6939730878554988,0,1
2,-0.08135978841888752,-0.6939730878554988,0,0
0,-0.2540073824159871,-0.2985576917271264,0,0
2,-0.1780424410572627,-0.562167955812708,0,0
2,-0.06754798089911936,-0.562167955812708,0,1
1,2.971049673449833,3.1283757413854345,1,0
2,-0.3783136500938986,-0.562167955812708,0,0
2,0.20868816949623997,0.7558833646152,0,0
0,-0.6890793192886778,-0.2985576917271264,0,0
1,0.20868816949623997,0.6240782325724092,0,0
2,-1.3106106576782364,-0.4303628237699172,0,0
2,0.36752395597357235,-0.562167955812708,0,0
2,1.451750846275357,0.3604679684868276,0,0
0,-0.30234870873517516,-0.4303628237699172,1,0
1,-0.27472509369563886,-0.6939730878554988,0,1
2,-1.6904353644718553,0.4922731005296184,0,0
0,-0.9445977584043854,-0.4303628237699172,0,0
0,0.41586528229275943,-0.6939730878554988,0,0
0,0.8992785454846383,1.2831038927863632,0,0
2,0.09128780557821303,1.546714156871945,0,0
1,0.8992785454846383,0.3604679684868276,0,1
0,-1.5868468080735956,0.4922731005296184,1,0
0,-0.32306642001482694,-0.562167955812708,0,0
0,0.5539833574904391,-0.4303628237699172,0,0
0,-0.5440553403311146,-0.4303628237699172,1,0
1,-0.026112558339815857,-0.2985576917271264,1,0
2,0.13962913189740012,-0.6939730878554988,0,1
0,2.439295083938767,0.09685770440124603,0,0
2,2.515260025297491,-0.4303628237699172,0,0
2,-0.3783136500938986,-0.2985576917271264,0,1
1,-0.28853690121540704,-0.034947427641544786,0,0
0,-0.620020281689838,0.09685770440124603,0,0
0,0.4849243198915993,-0.2985576917271264,0,0
2,0.1948763619764728,-0.6939730878554988,0,0
0,1.7279869966707162,0.4922731005296184,0,0
2,-0.28853690121540704,-0.6939730878554988,0,0
0,1.5898689214730366,1.546714156871945,0,0
2,0.33299443717415245,-0.6939730878554988,0,0
1,-1.4556346366357995,1.546714156871945,0,0
2,0.3537121484538032,-0.562167955812708,0,0
2,0.029134671739256792,-0.4303628237699172,0,0
2,0.17415865069682004,-0.6939730878554988,0,0
2,-0.019206654579931284,-0.2985576917271264,1,0
2,-0.7236088380880977,-0.6939730878554988,0,1
2,-0.5440553403311146,-0.6939730878554988,0,0
2,-0.03301846209969945,-0.6939730878554988,0,0
2,1.5760571139532693,-0.6939730878554988,0,1
2,-0.8202914907264739,-0.562167955812708,0,0
0,-0.1711365372973791,1.6785192889147356,0,1
2,0.09128780557821303,-0.6939730878554988,0,1
2,0.6230423950892789,-0.6939730878554988,0,1
2,0.8992785454846383,-0.4303628237699172,0,1
0,-0.04683026961946761,0.3604679684868276,0,1
2,-0.005394847060163122,-0.2985576917271264,0,0
1,1.2445737334788374,0.22866283644403682,0,0
2,-0.7719501644072858,-0.562167955812708,0,1
0,-1.863082958468955,0.09685770440124603,0,0
0,-1.6904353644718553,0.4922731005296184,0,1
0,0.31227672589449973,-0.2985576917271264,0,0
2,1.382691808676517,-0.6939730878554988,0,1
2,-0.30925461249505876,-0.562167955812708,0,1
0,-0.6545498004892579,-0.6939730878554988,0,0
2,1.5898689214730366,-0.562167955812708,0,1
2,0.03604057549914038,-0.562167955812708,0,1
2,0.8992785454846383,1.2831038927863632,0,0
2,0.20868816949623997,2.8647654772998528,0,0
2,0.4365829935724122,-0.4303628237699172,0,1
0,-2.0702600712654746,0.6240782325724092,0,0
2,-1.034374507282877,-0.562167955812708,0,1
2,-0.23328967113633534,-0.6939730878554988,0,0
0,0.24321768829565987,1.9421295530003173,0,0
2,0.4365829935724122,-0.562167955812708,0,0
2,0.3537121484538032,-0.2985576917271264,0,1
0,-1.863082958468955,-0.2985576917271264,0,0
2,0.9269021605241746,-0.16675255968433558,0,1
2,1.0166789094026651,-0.6939730878554988,0,1
2,-0.5026199177718101,-0.6939730878554988,0,1
0,-0.30925461249505876,0.22866283644403682,0,0
0,0.8992785454846383,0.09685770440124603,1,0
1,-0.5233376290514619,-0.562167955812708,0,0
